series_id
SMS01000000000000001          
SMS01000000000000026          
SMS01000000500000001          
SMS01000000500000026          
SMS01000000600000001          
SMS01000000700000001          
SMS01000000800000001          
SMS01000001000000001          
SMS01000001500000001          
SMS01000002000000001          
SMS01000003000000001          
SMS01000003100000001          
SMS01000004000000001          
SMS01000004100000001          
SMS01000004200000001          
SMS01000004300000001          
SMS01000005000000001          
SMS01000005500000001          
SMS01000005553000001          
SMS01000006000000001          
SMS01000006054000001          
SMS01000006056000001          
SMS01000006500000001          
SMS01000006561000001          
SMS01000006562000001          
SMS01000007000000001          
SMS01000007071000001          
SMS01000007072000001          
SMS01000008000000001          
SMS01000009000000001          
SMS01000009091000001          
SMS01000009092000001          
SMS01000009093000001          
SMS01115000000000001          
SMS01115000000000026          
SMS01122200000000001          
SMS01122200000000026          
SMS01138200000000001          
SMS01138200000000026          
SMS01194600000000001          
SMS01194600000000026          
SMS01200200000000001          
SMS01200200000000026          
SMS01225200000000001          
SMS01225200000000026          
SMS01234600000000001          
SMS01234600000000026          
SMS01266200000000001          
SMS01266200000000026          
SMS01336600000000001          
SMS01336600000000026          
SMS01338600000000001          
SMS01338600000000026          
SMS01462200000000001          
SMS01462200000000026          
SMS02000000000000001          
SMS02000000000000026          
SMS02000000500000001          
SMS02000000500000026          
SMS02000000600000001          
SMS02000000700000001          
SMS02000000800000001          
SMS02000001000000001          
SMS02000001500000001          
SMS02000002000000001          
SMS02000003000000001          
SMS02000003100000001          
SMS02000003200000001          
SMS02000004000000001          
SMS02000004100000001          
SMS02000004200000001          
SMS02000004300000001          
SMS02000005000000001          
SMS02000005500000001          
SMS02000005553000001          
SMS02000006000000001          
